Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
a3-uw693891-al,A3 UW 693891 Aluminium c/w 3*1W WW LED (IP68),Title,Default Title,,,,,A3 UW693891 AL,,,,,,,,,,1
a3-wl120317-ip65-bk,A3 WL 120317-IP65 BLACK C/W 15W WW LED (SHARP) &,Title,Default Title,,,,,A3 WL120317-IP65 BK,,,,,,,,,,0
a3-wl403821-alu,A3 WL 403821 Aluminium (IP54) 2*GX53 9W,Title,Default Title,,,,,A3 WL403821 ALU,,,,,,,,,,0
a3-wl404111-gy,A3 WL 404111 Grey c/w 1*13W Philips E. Ballast EB-S 114 (IP54),Title,Default Title,,,,,A3 WL404111 GY,,,,,,,,,,0
a3-wl407811-alu,A3 WL 407811 Aluminium (IP54),Title,Default Title,,,,,A3 WL407811 ALU,,,,,,,,,,0
a3-wl409114-gy-ip,A3 WL 409114 GREY c/w 1*PLC 18W Electronic Ballast (IP54),Title,Default Title,,,,,A3 WL409114 GY IP,,,,,,,,,,1
a3-wl640s11-al-dl,A3 WL 640S11 Aluminium (Recessed) c/w 1*3W DL LED,Title,Default Title,,,,,A3 WL640S11 AL DL,,,,,,,,,,40
a3-wl640s11-al-ww,A3 WL 640S11 Aluminium (Recessed) c/w 1*3W WW LED,Title,Default Title,,,,,A3 WL640S11 AL WW,,,,,,,,,,0
a3-wl640s11-box,A3 WL 640S11 Box,Title,Default Title,,,,,A3 WL640S11 BOX,,,,,,,,,,0
a3-wl641s11-wh,A3 WL 641S11 White c/w 1*3W WW LED & SLP03SS Gear,Title,Default Title,,,,,A3 WL641S11 WH,,,,,,,,,,0
a3-wl641v11-al-dl,A3 WL 641V11 Aluminium c/w 2*1W DL LED Lamp & LSVC3A,Title,Default Title,,,,,A3 WL641V11 AL DL,,,,,,,,,,1
a3-wl641v11-al-ww,A3 WL 641V11 Aluminiumc/w 2*1W WW LED Lamp & LSVC3A,Title,Default Title,,,,,A3 WL641V11 AL WW,,,,,,,,,,0
a3-wl641v11-wh,A3 WL 641V11 WHITE C/W 2*1W WW LED LAMP & LCZ03A,Title,Default Title,,,,,A3 WL641V11 WH,,,,,,,,,,20
a3-wl641v11b-ip65-bk,A3 WL 641V11-B BLACK IP65 c/w 2*1W WW LED Lamp &,Title,Default Title,,,,,A3 WL641V11B-IP65 BK,,,,,,,,,,165
a3-wl641v11b-ip65-wh,A3 WL 641V11-B WHITE IP65 c/w 2*1W WW LED Lamp & Gear,Title,Default Title,,,,,A3 WL641V11B-IP65 WH,,,,,,,,,,0
a3-wl641v11box,A3 WL 641V11 Box,Title,Default Title,,,,,A3 WL641V11BOX,,,,,,,,,,0
a3-wl642111-bk-ip,A3 WL 642111 BLACK RECESSED (IP54) c/w 1*1W WW,Title,Default Title,,,,,A3 WL642111 BK IP,,,,,,,,,,4
a3-wl642p11-al-ww,A3 WL642P11 Aluminium c/w 1*3W WW LED Lamp &,Title,Default Title,,,,,A3 WL642P11 AL WW,,,,,,,,,,0
a3-wl642q31-wh,A3 WL 642Q31 White c/w 3*3W Warmwhite LED (Citizen) &,Title,Default Title,,,,,A3 WL642Q31 WH,,,,,,,,,,27
a3-wl642v11-al,A3 WL 642V11 ANODIZED ALUMINIUM IP65 C/W 1x3W,Title,Default Title,,,,,A3 WL642V11 AL,,,,,,,,,,60
a3-wl642v11box,A3 WL 642V11 BOX,Title,Default Title,,,,,A3 WL642V11BOX,,,,,,,,,,26
a3-wl642v11-ip54-wh,A3 WL 642V11 WHITE IP54 c/w 1*3W WW LED Lamp &,Title,Default Title,,,,,A3 WL642V11-IP54 WH,,,,,,,,,,0
a3-wl642v11-ip65-wh,"A3 WL 642V11-IP65 WHITE C/W 1x3W 3000K CREE LED, DR &",Title,Default Title,,,,,A3 WL642V11-IP65 WH,,,,,,,,,,57
a3-wl643121-ww-ip,A3 WL 643121 IP54 c/w 2*1W Warmwhite LED,Title,Default Title,,,,,A3 WL643121 WW IP,,,,,,,,,,18
a3-wl643221-ww-ip,A3 WL 643221 IP54 c/w 2*1W LED Warmwhite,Title,Default Title,,,,,A3 WL643221 WW IP,,,,,,,,,,30
a3-wl643611-ww,A3 WL 643611 Alu/Opal Glass c/w 1x3W Warmwhite LED &,Title,Default Title,,,,,A3 WL643611 WW,,,,,,,,,,0
a3-wl643n21-wh,A3 WL 643N21 White (IP65) c/w 2*3W WW LED & Driver,Title,Default Title,,,,,A3 WL643N21 WH,,,,,,,,,,0
a3-wl645311-ww-ip,A3 WL 645311 IP54 c/w 1*3W Warmwhite LED,Title,Default Title,,,,,A3 WL645311 WW IP,,,,,,,,,,30
a3-wl645a21-alu,A3 WL 645A21 ALUMINIUM (IP54) c/w 4*3W (Citizen) 3000K,Title,Default Title,,,,,A3 WL645A21 ALU,,,,,,,,,,0
a3-wl645a21-wh,A3 WL 645A21 White (IP54) c/w 4*3W LED,Title,Default Title,,,,,A3 WL645A21 WH,,,,,,,,,,0
a3-wl645f11-al,A3 WL 645F11 Aluminium c/w AC 1*4W WW LED,Title,Default Title,,,,,A3 WL645F11 AL,,,,,,,,,,15
a3-wl645f21-al,A3 WL 645F21 Aluminium c/w AC 2*4W WW LED Lamp,Title,Default Title,,,,,A3 WL645F21 AL,,,,,,,,,,0
a3-wl645f31-al,A3 WL 645F31 Aluminium c/w 3*4W WW LED Lamp,Title,Default Title,,,,,A3 WL645F31 AL,,,,,,,,,,12
a3-wl645m11-al,A3 WL 645M11 Aluminium c/w 1*13W WW LED Lamp & Driver,Title,Default Title,,,,,A3 WL645M11 AL,,,,,,,,,,8
a3-wl645s11-al,A3 WL 645S11 Aluminium c/w 1*5W WW LED Lamp & Driver,Title,Default Title,,,,,A3 WL645S11 AL,,,,,,,,,,0
a3-wl646a11-alu,A3 WL 646A11 ALUMINIUM (IP65) c/w 2*3W WW LED,Title,Default Title,,,,,A3 WL646A11 ALU,,,,,,,,,,0
a3-wl646a11-bk,Formlite WL 646A11 Black (IP65) c/w 2*3W WW LED (Citizen),Title,Default Title,,,,,A3 WL646A11 BK,,,,,,,,,,28
a3-wl646a11-wh,A3 WL 646A11 White (IP65) c/w 2*3W WW LED (Citizen) Lamp &,Title,Default Title,,,,,A3 WL646A11 WH,,,,,,,,,,46
a3-wl646c21-wh,A3 WL 646C21 White (IP54) c/w 2*3W WW LED (Citizen) Lamp &,Title,Default Title,,,,,A3 WL646C21 WH,,,,,,,,,,1
a3-wl646c21-1p65-wh,A3 WL 646C21-IP65 White c/w 2*3.5W WW LED & Driver,Title,Default Title,,,,,A3 WL646C21-1P65 WH,,,,,,,,,,15
a3-wl647h21-wh,A3 WL 647H21 WHITE c/w AC2.2W WW LED LAMP,Title,Default Title,,,,,A3 WL647H21 WH,,,,,,,,,,0
a3-wl647j21-wh,A3 WL 647J21 (IP54) White c/w AC 2*4W WW LED (Seoul) Lamp,Title,Default Title,,,,,A3 WL647J21 WH,,,,,,,,,,0
a3-wl647l11-wh,A3 WL 647L11 White c/w 1*7W WW LED (Sharp) & Driver,Title,Default Title,,,,,A3 WL647L11 WH,,,,,,,,,,0
a3-wl647p21-bk,A3 WL 647P21 Black (IP54) c/w 2*3W WW LED (Citizen) Lamp &,Title,Default Title,,,,,A3 WL647P21 BK,,,,,,,,,,0
a3-wl647p21-wh,A3 WL 647P21 White (IP54) c/w 2*3W WW LED (Citizen) Lamp &,Title,Default Title,,,,,A3 WL647P21 WH,,,,,,,,,,0
a3-wl647t11-wh,A3 WL 647T11 WHITE C/W 1x4W W/W LED (Sharp) & Driver,Title,Default Title,,,,,A3 WL647T11 WH,,,,,,,,,,2
a3-wl647v11-wh,A3 WL 647V11 White c/w AC 1*2W WW LED (Seoul) Lamp,Title,Default Title,,,,,A3 WL647V11 WH,,,,,,,,,,2
a3-wl649f21-bk,A3 WL 649F21-IP65 Black c/w EDS Led 2*3W 3000K &,Title,Default Title,,,,,A3 WL649F21 BK,,,,,,,,,,52
a3-wl649f21-wh,A3 WL 649F21-IP65 White c/w EDS Led 2*3W 3000K &,Title,Default Title,,,,,A3 WL649F21 WH,,,,,,,,,,51
a3-wl649g21-bk,A3 WL 649G21-IP65 c/w Edison Led 2*4.5W 3000K &,Title,Default Title,,,,,A3 WL649G21 BK,,,,,,,,,,47
a3-wl649g21-wh,A3 WL 649G21-IP65 White Edison Led 2*4.5W 3000K &,Title,Default Title,,,,,A3 WL649G21 WH,,,,,,,,,,34
a3-wl649h21-bk,A3 WL 649H21 BLACK (IP65) c/w 6*6*0.3W WW LED LAMP &,Title,Default Title,,,,,A3 WL649H21 BK,,,,,,,,,,31
a3-wl649h21-wh,A3 WL 649H21-IP65 White c/w Edison Led 2*4.5W 3000K &,Title,Default Title,,,,,A3 WL649H21 WH,,,,,,,,,,68
a3-wl649j21-bk,A3 WL 649J21-IP65 Black c/w Samsung Led 2*3W 3000K &,Title,Default Title,,,,,A3 WL649J21 BK,,,,,,,,,,58
a3-wl649j21-wh,A3 WL 649J21-IP65 White c/w Samsung Led 2*3W 3000K &,Title,Default Title,,,,,A3 WL649J21 WH,,,,,,,,,,74
a3-wl649m11-wh,A3 WL 649M11 WHITE (IP65) c/w 9*0.3W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL649M11 WH,,,,,,,,,,22
a3-wl649n11-wh,A3 WL 649N11 WHITE (IP65) c/w 9*0.3W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL649N11 WH,,,,,,,,,,11
a3-wl649q11-ip65-bk,A3 WL 649Q11-IP65 BLACK C/E 1*7W WW LED (BRIDGELUX) &,Title,Default Title,,,,,A3 WL649Q11-IP65 BK,,,,,,,,,,0
a3-wl649u11-bk,A3 WL 649U11 BLACK IP54 C/W 8W LED 3000K LED,Title,Default Title,,,,,A3 WL649U11 BK,,,,,,,,,,0
a3-wl649z11-wh,A3 WL 649Z11 WHITE (IP65) c/w AC 4W WW LED LAMP,Title,Default Title,,,,,A3 WL649Z11 WH,,,,,,,,,,0
a3-wl64a413-wh,A3 WL 64A413 WHITE c/w 2*3W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL64A413 WH,,,,,,,,,,0
a3-wl64a713-wh,A3 WL 64A713 WHITE c/w 5*1W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL64A713 WH,,,,,,,,,,50
a3-wl64ac61-bk,A3 WL 64AC61 9W 3000K MATT BLACK IP65 C/W 9W TEEN LED,Title,Default Title,,,,,A3 WL64AC61 BK,,,,,,,,,,15
a3-wl64ac61-ni,A3 WL 64AC61 9W 3000K KQ FOGGY NICKEL IP44 C/W 9W,Title,Default Title,,,,,A3 WL64AC61 NI,,,,,,,,,,37
a3-wl64ar11-200-ip-65-bk,A3 WL 64AR11-200-IP65 BLACK C/W AC8W 3000K EDISON LED,Title,Default Title,,,,,A3 WL64AR11-200-IP 65 BK,,,,,,,,,,72
a3-wl64b911-wh,A3 WL 64B911 WHITE (IP65) c/w 9*0.3W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL64B911 WH,,,,,,,,,,27
a3-wl64bb41-bk,"A3 WL 64BB41 Black Left c/w 3000K 7W Led, USB Port, Sensor",Title,Default Title,,,,,A3 WL64BB41 BK,,,,,,,,,,14
a3-wl64bb41-wh,"A3 WL 64BB41 White Left c/w 3000K 7W Led, USB Port, Sensor",Title,Default Title,,,,,A3 WL64BB41 WH,,,,,,,,,,15
a3-wl64bb41r-bk,"A3 WL 64BB41-R Black Right c/w 3000K 7W Led, USB Port, Sensor",Title,Default Title,,,,,A3 WL64BB41R BK,,,,,,,,,,17
a3-wl64bb41r-wh,"A3 WL 64BB41-R White Right c/w 3000K 7W Led, USB Port, Sensor",Title,Default Title,,,,,A3 WL64BB41R WH,,,,,,,,,,15
a3-wl64bl31-60-3k-ni,A3 WL 64BL31-60 KQ FOGGY NICKEL C/W 16W 3000K LED &,Title,Default Title,,,,,A3 WL64BL31-60-3K NI,,,,,,,,,,22
a3-wl64bl31-90-3k-wh,A3 WL 64BL31-90 MATT WHITE C/W 25W 3000K LED & DR,Title,Default Title,,,,,A3 WL64BL31-90-3K WH,,,,,,,,,,0
a3-wl64bl31-90-4k-wh,A3 WL 64BL31-90 MATT WHITE C/W 25W 4000K LED & 700mA 0-,Title,Default Title,,,,,A3 WL64BL31-90-4K WH,,,,,,,,,,2
a3-wl64c401-cw,A3 WL 64C401 MATT WHITE C/W 9W 4000K LED & 0-10V DR,Title,Default Title,,,,,A3 WL64C401 CW,,,,,,,,,,0
a3-wl64c411-wh,A3 WL 64C411 WHITE (IP54) c/w 7*1W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL64C411 WH,,,,,,,,,,33
a3-wl64d011-bk,FORMLITE WL 64D011 BLACK (IP65) C/W 18*0.3W WW LED,Title,Default Title,,,,,A3 WL64D011 BK,,,,,,,,,,20
a3-wl64d011-wh,Formlite WL 64D011 White (IP65) c/w 18*0.3W WW LED,Title,Default Title,,,,,A3 WL64D011 WH,,,,,,,,,,1
a3-wl64d211-wh,A3 WL 64D211 WHITE (IP65) c/w 18*0.3W WW LED LAMP & GEAR,Title,Default Title,,,,,A3 WL64D211 WH,,,,,,,,,,34
a3-wl64d501-sc,A3 WL 64D501 KQ SILVER COFFEE 8.4W 3000K LED,Title,Default Title,,,,,A3 WL64D501 SC,,,,,,,,,,45
a3-wl64e811-wh,A3 WL 64E811 WHITE (IP20) C/W 3W WW LED (CITIZEN) &,Title,Default Title,,,,,A3 WL64E811 WH,,,,,,,,,,0
a3-wl64f911-wh-ww-ip,A3 WL 64F911 WHITE c/w 4W (SHARP) LED (3000K) & DRIVER,Title,Default Title,,,,,A3 WL64F911 WH WW IP,,,,,,,,,,6
a3-wl64g511-ac-bk,A3 WL 64G511-AC BLACK (IP54) C/W AC 2W 3000K SAMSUNG,Title,Default Title,,,,,A3 WL64G511-AC BK,,,,,,,,,,114
a3-wl64h611-bk-ww,A3 WL 64H611 BLACK c/w 6W (CITIZEN) LED (3000K) &,Title,Default Title,,,,,A3 WL64H611 BK WW,,,,,,,,,,2
a3-wl64h611-wh-ww,A3 WL 64H611 WHITE c/w 6W (CITIZEN) LED (3000K) &,Title,Default Title,,,,,A3 WL64H611 WH WW,,,,,,,,,,47
a3-wl64k501-dim-wh,A3 WL 64K501-DIM MATT WH+CREAMY WH GLASS 15W,Title,Default Title,,,,,A3 WL64K501-DIM WH,,,,,,,,,,14
a3-wl64p011-wh-ww-ip,A3 WL 64P011 c/w 4W (SHARP) LED (3000K) & DRIVER (IP65),Title,Default Title,,,,,A3 WL64P011 WH WW IP,,,,,,,,,,0
a3-wl64q111-14-sv,FORMLITE RW64Q111-14 SILVER IP54 C/W 6W 3000K,Title,Default Title,,,,,A3 WL64Q111-14 SV,,,,,,,,,,9
a3-wl64r311-bk,A3 WL 64R311 BLACK (IP54) C/W 4W WW LED (SHARP) &,Title,Default Title,,,,,A3 WL64R311 BK,,,,,,,,,,0
a3-wl64r921-ip65-bk-gd,A3 WL 64R921-IP65 BLACK/GOLD C/W AC 2*4W,Title,Default Title,,,,,A3 WL64R921-IP65 BK/GD,,,,,,,,,,43
a3-wl64s311-wh,A3 WL 64S311 WHITE C/W AC 4W WW LED (SAMSUNG),Title,Default Title,,,,,A3 WL64S311 WH,,,,,,,,,,0
a3-wl64t501-90-dim-k-sc,A3 WL 64T501-90-DIM-K SILVER COFFEE 29W 3000/4000K LED &,Title,Default Title,,,,,A3 WL64T501-90-DIM -K SC,,,,,,,,,,19
a3-wl64t501-dim-k-sc,A3 WL 64T501-DIM-K SILVER COFFEE 17W 3000/4000K LED &,Title,Default Title,,,,,A3 WL64T501-DIM-K SC,,,,,,,,,,27
a3-wl64t611-bk,A3 WL 64T611 BLACK IP54 C/W 4W 3000K EDISON LED &,Title,Default Title,,,,,A3 WL64T611 BK,,,,,,,,,,0
a3-wl64t611-60-bk,A3 WL 64T611-60 BLACK IP54 C/W 7.5W 3000K EDISON LED &,Title,Default Title,,,,,A3 WL64T611-60 BK,,,,,,,,,,0
a3-wl64v641-ip65-bk,A3 WL 64V641-IP65 BLACK C/W 4*3W 3000K CREE LED &,Title,Default Title,,,,,A3 WL64V641-IP65 BK,,,,,,,,,,35
a3-wl64z611-ip65-wh,A3 WL 64Z611-IP65 WHITE C/W 6W 3000K BRIDGELUX LED &,Title,Default Title,,,,,A3 WL64Z611-IP65 WH,,,,,,,,,,43
a3-wl651111-ww,A3 WL 651111 c/w 3*1W Warmwhite LED,Title,Default Title,,,,,A3 WL651111 WW,,,,,,,,,,13
a3-wlbel-c1,A3 WLBEL.C1 (MR16 12V-20W),Title,Default Title,,,,,A3 WLBEL.C1,,,,,,,,,,3
a3-wlb-led-24-01w,A3 WLB-LED.24-01 C/W 1X1W WHITE LED(50cm arm),Title,Default Title,,,,,A3 WLB-LED.24-01W,,,,,,,,,,0
a3-wlb-led-24-01ww,A3 WL B-LED.24-01 c/w 1x 1W WARMWHITE LED,Title,Default Title,,,,,A3 WLB-LED.24-01WW,,,,,,,,,,1
a3-wlb-led-2402w,A3 WLB-LED.24-02 C/W 2X1W WHITE LED,Title,Default Title,,,,,A3 WLB-LED.2402W,,,,,,,,,,4
a3-wlb-led-24-02ww,A3 WL B-LED.24-02 c/w 2x1W WARMWHITE LED,Title,Default Title,,,,,A3 WLB-LED.24-02WW,,,,,,,,,,4
a3-wlb-led-3102-ip,A3 WL B-LED.3102 ROUND UP/DN (IP54) C/W 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.3102 IP,,,,,,,,,,0
a3-wlb-led-3401-ip,A3 WL B-LED.3401 IP ROUND UP OR DN (IP54) C/W 1W WW,Title,Default Title,,,,,A3 WLB-LED.3401 IP,,,,,,,,,,12
a3-wlb-led-3402-ip,A3 WL B-LED.3402 SQUARE UP/DN (IP54) C/W 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.3402 IP,,,,,,,,,,19
a3-wlb-led-3502,A3 WL B-LED.3502 C/W 2*1w Lumiled & 2*PAA-1W,Title,Default Title,,,,,A3 WLB-LED.3502,,,,,,,,,,0
a3-wlb-led-3502-dl,A3 WL B-LED.3502 C/W 2*1W W/W Lumiled & 2*PAA-1W,Title,Default Title,,,,,A3 WLB-LED.3502 DL,,,,,,,,,,3
a3-wlb-led-3601-ip,A3 WL B-LED.3601 (IP54) C/W 1W WW LUMILED & SLPOISS,Title,Default Title,,,,,A3 WLB-LED.3601 IP,,,,,,,,,,4
a3-wlb-led-4002-ip,A3 WL B-LED.4002 SQUARE UP/DN (IP54) C/W 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.4002 IP,,,,,,,,,,3
a3-wlb-led-5002-ip,A3 WL B-LED.5002 ROUND UP OR DN (IP54) C/W 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.5002 IP,,,,,,,,,,8
a3-wlb-led-6302-ip,A3 WL B-LED.6302 ROUND UP/DN (IP54) 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.6302 IP,,,,,,,,,,0
a3-wlb-led-7602-ip,A3 WL B-LED.7602 SQUARE UP/DN (IP 54) C/W 2*1W WW,Title,Default Title,,,,,A3 WLB-LED.7602 IP,,,,,,,,,,11
a3-wlb-led-8201-ip,A3 WL B-LED.8201 (IP54) C/W 1W WW LUMILED & LSVC3A,Title,Default Title,,,,,A3 WLB-LED.8201 IP,,,,,,,,,,9
a3-wlb-led-83-ip,A3 WL B-LED.83 (IP54) C/W 3W WW LUMILED & SLPOISS,Title,Default Title,,,,,A3 WLB-LED.83 IP,,,,,,,,,,4
a3-wlbli-6,A3 WLBLI.6 (G4-20W) C/W ELE. TRANS.,Title,Default Title,,,,,A3 WLBLI.6,,,,,,,,,,8
a3-wlbli-7,A3 WLBLI.7 (G4-20W) C/W ELE. TRANS.,Title,Default Title,,,,,A3 WLBLI.7,,,,,,,,,,12
a3-wlbli-9,A3 WLBLI.9 (MR11-35W) C/W ELE. TRANS.,Title,Default Title,,,,,A3 WLBLI.9,,,,,,,,,,1
a3-wlblk-16,A3 WL BLK.16 (GY6.35 35W),Title,Default Title,,,,,A3 WLBLK.16,,,,,,,,,,16
a3-wlblk-17a,A3 WL BLK.17A (G9 25W),Title,Default Title,,,,,A3 WLBLK.17A,,,,,,,,,,1
a3-wlbok-01,A3 WLBOK.01 (GU10),Title,Default Title,,,,,A3 WLBOK.01,,,,,,,,,,0
a3-wlbok-02,A3 WLBOK.02 (2XGU10),Title,Default Title,,,,,A3 WLBOK.02,,,,,,,,,,0
a3-wlbok-03,A3 WLBOK.03 (2XGU10),Title,Default Title,,,,,A3 WLBOK.03,,,,,,,,,,0
a3-wlbok-04,A3 WLBOK.04 (GU10),Title,Default Title,,,,,A3 WLBOK.04,,,,,,,,,,0
a3-wlbok-05,A3 WLBOK.05 (2XGU10),Title,Default Title,,,,,A3 WLBOK.05,,,,,,,,,,0
a3-wlbok-06,A3 WLBOK.06 (2X GU10),Title,Default Title,,,,,A3 WLBOK.06,,,,,,,,,,0
a3-wlbok-06-ip,A3 WLBOK.06 IP54 (GU10),Title,Default Title,,,,,A3 WLBOK.06 IP,,,,,,,,,,0
a3-wlbok-07,A3 WLBOK.07 (GU10),Title,Default Title,,,,,A3 WLBOK.07,,,,,,,,,,0
a3-wlbok-07-ip,A3 WLBOK.07 IP54 (GU10),Title,Default Title,,,,,A3 WLBOK.07 IP,,,,,,,,,,1
a3-wlbok-08,A3 WLBOK.08 (GU10),Title,Default Title,,,,,A3 WLBOK.08,,,,,,,,,,0
a3-wlbok-08-ip,A3 WLBOK.08 IP54 (GU10),Title,Default Title,,,,,A3 WLBOK.08 IP,,,,,,,,,,14
a3-wlbok-100,A3 WL BOK.100 (G9),Title,Default Title,,,,,A3 WLBOK.100,,,,,,,,,,7
a3-wlbok-10a,A3 WLBOK.10A (G9),Title,Default Title,,,,,A3 WLBOK.10A,,,,,,,,,,0
a3-wlbok-11,A3 WLBOK.11 (G4),Title,Default Title,,,,,A3 WLBOK.11,,,,,,,,,,0
a3-wlbok-12,A3 WLBOK.12 (2XGU10),Title,Default Title,,,,,A3 WLBOK.12,,,,,,,,,,0
a3-wlbok-12a,A3 WLBOK.12A (2XGU10),Title,Default Title,,,,,A3 WLBOK.12A,,,,,,,,,,0
a3-wlbok-15,A3 WLBOK.15 (2XG9),Title,Default Title,,,,,A3 WLBOK.15,,,,,,,,,,0
a3-wlbok-24-ip,A3 WLBOK.24 IP54 (G9-25W),Title,Default Title,,,,,A3 WLBOK.24 IP,,,,,,,,,,2
a3-wlbok-28,A3 WLBOK.28 (G9),Title,Default Title,,,,,A3 WLBOK.28,,,,,,,,,,56
a3-wlbok-32,A3 WLBOK.32 (1XGU 10),Title,Default Title,,,,,A3 WLBOK.32,,,,,,,,,,7
a3-wlbok-33,A3 WLBOK.33 (GU 10),Title,Default Title,,,,,A3 WLBOK.33,,,,,,,,,,1
a3-wlbok-36-ip,A3 WLBOK.36 IP54 (1XG9),Title,Default Title,,,,,A3 WLBOK.36 IP,,,,,,,,,,0
a3-wlbok-38,A3 WLBOK.38 (1XG9),Title,Default Title,,,,,A3 WLBOK.38,,,,,,,,,,14
a3-wlbok-42,A3 WLBOK.42 SILVER GREY C/W 1X18WPLC BALLAST,Title,Default Title,,,,,A3 WLBOK.42,,,,,,,,,,5
a3-wlbok-53,A3 WLBOK.53 (2XG9-25W),Title,Default Title,,,,,A3 WLBOK.53,,,,,,,,,,0
a3-wlbok-54,A3 WLBOK.54 (G9-25W),Title,Default Title,,,,,A3 WLBOK.54,,,,,,,,,,0
a3-wlbok-62-ip,A3 WL BOK.62 IP54 (G9 25W),Title,Default Title,,,,,A3 WLBOK.62 IP,,,,,,,,,,0
a3-wlbok-71,A3 WL BOK.71 IP54 (GU 10 35W),Title,Default Title,,,,,A3 WLBOK.71,,,,,,,,,,0
a3-wlbok-72,A3 WL BOK.72 (R7S 79MM-100W),Title,Default Title,,,,,A3 WLBOK.72,,,,,,,,,,4
a3-wlbok-80-ip,A3 WL BOK.80 IP54 (1*G9 40W),Title,Default Title,,,,,A3 WLBOK.80 IP,,,,,,,,,,14
a3-wlbok-95,A3 WL BOK.95 C/W 1 x PLC 26W Ballast,Title,Default Title,,,,,A3 WLBOK.95,,,,,,,,,,4
a3-wlbok-95a,A3 WL BOK.95A C/W 2 x PLC 26W Ballast,Title,Default Title,,,,,A3 WLBOK.95A,,,,,,,,,,0
a3-wlbok-96,A3 WL BOK.96 (GU 10),Title,Default Title,,,,,A3 WLBOK.96,,,,,,,,,,0
a3-wlbok-98,A3 WL BOK.98 IP54 G9-40W,Title,Default Title,,,,,A3 WLBOK.98,,,,,,,,,,8
a3-wlb-star-07,A3 WL B-STAR.07 (2*Mini Star-S 20W),Title,Default Title,,,,,A3 WLB-STAR.07,,,,,,,,,,30
a3-wlenm89-136-wh,A3 WL ENM89-136 WHITE C/W AC4W EDISON LED 3000K,Title,Default Title,,,,,A3 WLENM89-136 WH,,,,,,,,,,0
a3-wlenm89-137-wh,A3 WL ENM89-137 WHITE C/W AC4W EDISON LED 3000K,Title,Default Title,,,,,A3 WLENM89-137 WH,,,,,,,,,,0
a3-wlenm89-138-bk,A3 WL ENM89-138 BLACK C/W AC10W EDISON LED 3000K,Title,Default Title,,,,,A3 WLENM89-138 BK,,,,,,,,,,0
a3-wlenm89-138-wh,A3 WL ENM89-138 WHITE C/W AC10W EDISON LED 3000K,Title,Default Title,,,,,A3 WLENM89-138 WH,,,,,,,,,,0
a3-wlmini-al,A3 WLMINI.AL (G9),Title,Default Title,,,,,A3 WLMINI.AL,,,,,,,,,,75
a3-wlmini-bl,A3 WLMINI.BL (G9),Title,Default Title,,,,,A3 WLMINI.BL,,,,,,,,,,75
a3-wlmini-bs,A3 WLMINI.BS (G4),Title,Default Title,,,,,A3 WLMINI.BS,,,,,,,,,,14
a3-wlmini-cs,A3 WLMINI.CS (G4),Title,Default Title,,,,,A3 WLMINI.CS,,,,,,,,,,6
a3-wlmini-dl,A3 WLMINI.DL (G9),Title,Default Title,,,,,A3 WLMINI.DL,,,,,,,,,,84
a3-wlmini-ds,A3 WLMINI.DS (G4),Title,Default Title,,,,,A3 WLMINI.DS,,,,,,,,,,0
a3-wlmini-es,A3 WLMINI.ES (G4),Title,Default Title,,,,,A3 WLMINI.ES,,,,,,,,,,16
a30-t5-con,A30 T5 DOUBLE CONNECTOR,Title,Default Title,,,,,A30 T5 CON,,,,,,,,,,117
a30-wlt5-13w-dl,A30 WL MXT5-Y13W/C C/W D/L,Title,Default Title,,,,,A30 WLT5-13W DL,,,,,,,,,,0
a30-wlt5-13w-ww,A30 WL MXT5-Y13W/C C/W WW,Title,Default Title,,,,,A30 WLT5-13W WW,,,,,,,,,,41
a30-wlt5-21w-dl,A30 WL MXT5-Y21W/C C/W DL,Title,Default Title,,,,,A30 WLT5-21W DL,,,,,,,,,,0
a30-wlt5-21w-ww,A30 WL MXT5-Y21W/C C/W WW,Title,Default Title,,,,,A30 WLT5-21W WW,,,,,,,,,,113
a30-wlt5-28w-bl,A30 WL MXT5-28W BLUE,Title,Default Title,,,,,A30 WLT5-28W BL,,,,,,,,,,0
a30-wlt5-28w-dl,A30 WL MXT5-Y28W/C C/W DL,Title,Default Title,,,,,A30 WLT5-28W DL,,,,,,,,,,0
a30-wlt5-28w-ww,A30 WL MXT5-Y28W/C C/W WW,Title,Default Title,,,,,A30 WLT5-28W WW,,,,,,,,,,0
a30-wlt5-8w-dl,A30 WL MXT5-Y8W/C C/W DL,Title,Default Title,,,,,A30 WLT5-8W DL,,,,,,,,,,0
